bookings_id,user_id,slot_id,lot_id,start_time,end_time,day_of_week,is_weekend,is_festival,weather_condition,price_at_booking,status
B3068,U156,S1227,P125,2025-11-27T17:51:00,2025-11-27T18:21:00,Thursday,False,False,clear,20.51,completed
B3069,U222,S360,P105,2025-12-25T17:35:00,2025-12-25T18:35:00,Thursday,False,True,clear,29.62,completed
B3070,U282,S858,P116,2026-01-13T08:52:00,2026-01-13T09:22:00,Tuesday,False,False,haze,31.57,cancelled
B3071,U249,S443,P107,2025-12-14T19:29:00,2025-12-14T21:29:00,Sunday,True,False,cloudy,56.49,completed
B3072,U183,S906,P118,2025-10-08T11:27:00,2025-10-08T12:27:00,Wednesday,False,False,cloudy,22.3,completed
B3073,U277,S224,P103,2026-01-18T06:44:00,2026-01-18T07:44:00,Sunday,True,False,cloudy,28.67,completed
B3074,U204,S149,P101,2025-10-15T04:34:00,2025-10-15T06:34:00,Wednesday,False,False,clear,20.86,completed
B3075,U230,S968,P118,2025-11-09T17:51:00,2025-11-09T18:21:00,Sunday,True,False,clear,25.62,completed
B3076,U163,S1105,P122,2025-11-27T17:15:00,2025-11-27T18:45:00,Thursday,False,False,clear,42.62,completed
B3077,U244,S1090,P122,2026-01-24T10:30:00,2026-01-24T11:30:00,Saturday,True,False,clear,46.41,completed
B3078,U223,S1087,P122,2026-01-25T15:24:00,2026-01-25T19:24:00,Sunday,True,False,clear,46.58,completed
B3079,U263,S1204,P124,2025-11-03T07:39:00,2025-11-03T09:39:00,Monday,False,False,clear,28.46,completed
B3080,U261,S319,P104,2025-12-28T07:39:00,2025-12-28T08:39:00,Sunday,True,False,clear,54.06,completed
B3081,U128,S443,P107,2025-10-27T13:22:00,2025-10-27T14:22:00,Monday,False,False,rain,46.18,completed
B3082,U122,S1271,P126,2025-10-29T14:17:00,2025-10-29T17:17:00,Wednesday,False,False,rain,18.65,completed
B3083,U264,S527,P108,2025-10-23T15:19:00,2025-10-23T15:49:00,Thursday,False,False,clear,24.77,completed
B3084,U161,S851,P116,2025-11-09T18:25:00,2025-11-09T21:25:00,Sunday,True,False,clear,35.3,cancelled
B3085,U242,S1481,P131,2025-11-18T11:04:00,2025-11-18T12:34:00,Tuesday,False,False,cloudy,25.52,completed
B3086,U137,S653,P113,2026-01-25T14:37:00,2026-01-25T18:37:00,Sunday,True,False,fog,24.9,completed
B3087,U288,S1041,P121,2026-01-19T09:04:00,2026-01-19T11:04:00,Monday,False,False,fog,34.93,completed
B3088,U262,S1158,P124,2025-11-30T10:16:00,2025-11-30T12:16:00,Sunday,True,False,clear,35.92,cancelled
B3089,U133,S1062,P121,2025-12-19T08:21:00,2025-12-19T09:51:00,Friday,False,False,rain,38.22,completed
B3090,U270,S813,P115,2025-11-16T13:59:00,2025-11-16T15:59:00,Sunday,True,False,clear,24.32,completed
B3091,U163,S408,P106,2026-01-22T08:37:00,2026-01-22T10:37:00,Thursday,False,False,clear,48.05,completed
B3092,U159,S1483,P131,2025-12-25T22:25:00,2025-12-25T23:25:00,Thursday,False,True,fog,36.06,completed
B3093,U233,S489,P107,2026-01-27T08:09:00,2026-01-27T10:09:00,Tuesday,False,False,clear,49.4,completed
B3094,U268,S1011,P119,2025-11-18T10:38:00,2025-11-18T11:08:00,Tuesday,False,False,clear,34.34,completed
B3095,U173,S581,P110,2025-11-18T18:30:00,2025-11-18T20:30:00,Tuesday,False,False,rain,54.02,completed
B3096,U188,S226,P103,2025-11-08T10:46:00,2025-11-08T12:46:00,Saturday,True,False,clear,28.28,completed
B3097,U121,S405,P106,2026-01-02T12:57:00,2026-01-02T14:57:00,Friday,False,False,clear,40.01,completed
B3098,U146,S1454,P130,2025-11-07T20:44:00,2025-11-08T00:44:00,Friday,False,False,rain,61.13,completed
B3099,U136,S524,P108,2025-10-01T18:12:00,2025-10-01T20:12:00,Wednesday,False,False,clear,30.79,completed
B3100,U277,S843,P116,2025-10-19T19:18:00,2025-10-19T21:18:00,Sunday,True,False,clear,35.29,completed
B3101,U172,S596,P111,2026-01-24T17:07:00,2026-01-24T18:07:00,Saturday,True,False,clear,61.12,completed
B3102,U222,S1412,P128,2025-10-14T13:33:00,2025-10-14T14:33:00,Tuesday,False,False,clear,40.03,completed
B3103,U233,S611,P111,2025-12-12T18:43:00,2025-12-12T21:43:00,Friday,False,False,fog,62.48,cancelled
B3104,U160,S934,P118,2025-11-06T15:56:00,2025-11-06T17:26:00,Thursday,False,False,rain,24.67,completed
B3105,U230,S896,P117,2026-01-08T18:16:00,2026-01-08T19:16:00,Thursday,False,False,rain,46.83,completed
B3106,U278,S502,P108,2026-01-03T12:57:00,2026-01-03T13:27:00,Saturday,True,False,rain,31.34,cancelled
B3107,U214,S1499,P132,2025-12-22T18:00:00,2025-12-22T19:30:00,Monday,False,False,clear,27.66,completed
B3108,U254,S1081,P122,2025-12-17T14:34:00,2025-12-17T15:34:00,Wednesday,False,False,clear,40.68,completed
B3109,U212,S380,P105,2025-11-28T20:24:00,2025-11-28T21:24:00,Friday,False,False,clear,25.1,completed
B3110,U130,S1244,P125,2025-10-06T12:11:00,2025-10-06T13:11:00,Monday,False,False,clear,20.41,completed
B3111,U216,S1418,P128,2025-11-12T17:06:00,2025-11-12T18:06:00,Wednesday,False,False,haze,38.07,completed
B3112,U115,S784,P115,2025-10-21T18:11:00,2025-10-21T22:11:00,Tuesday,False,True,clear,31.59,completed
B3113,U295,S978,P119,2025-10-25T09:57:00,2025-10-25T11:57:00,Saturday,True,False,clear,47.43,completed
B3114,U167,S407,P106,2025-10-15T12:11:00,2025-10-15T12:41:00,Wednesday,False,False,clear,41.24,completed
B3115,U173,S667,P113,2025-10-25T20:24:00,2025-10-25T21:24:00,Saturday,True,False,clear,30.75,cancelled
B3116,U190,S1169,P124,2025-11-11T16:08:00,2025-11-11T17:08:00,Tuesday,False,False,clear,28.97,completed
B3117,U211,S1220,P125,2025-11-19T17:05:00,2025-11-19T18:05:00,Wednesday,False,False,clear,20.03,completed
B3118,U226,S298,P104,2025-12-20T09:58:00,2025-12-20T10:28:00,Saturday,True,False,cloudy,60.83,completed
B3119,U199,S1387,P128,2025-10-14T13:07:00,2025-10-14T15:07:00,Tuesday,False,False,cloudy,37.4,completed
B3120,U272,S1169,P124,2025-10-16T17:08:00,2025-10-16T18:08:00,Thursday,False,False,cloudy,30.14,completed
B3121,U118,S764,P115,2025-10-29T09:56:00,2025-10-29T11:26:00,Wednesday,False,False,cloudy,25.12,completed
B3122,U190,S159,P101,2025-10-28T18:41:00,2025-10-28T21:41:00,Tuesday,False,False,rain,27.21,completed
B3123,U106,S566,P110,2025-10-08T18:32:00,2025-10-08T20:32:00,Wednesday,False,False,fog,48.9,completed
B3124,U155,S1546,P132,2025-11-20T19:22:00,2025-11-20T20:22:00,Thursday,False,False,fog,26.73,completed
B3125,U176,S982,P119,2026-01-19T08:20:00,2026-01-19T10:20:00,Monday,False,False,fog,40.22,completed
B3126,U251,S256,P103,2026-01-13T14:39:00,2026-01-13T15:39:00,Tuesday,False,False,fog,23.42,completed
B3127,U234,S1036,P120,2025-10-04T18:31:00,2025-10-04T20:01:00,Saturday,True,False,rain,26.53,cancelled
B3128,U297,S511,P108,2026-01-07T06:17:00,2026-01-07T06:47:00,Wednesday,False,False,rain,28.41,completed
B3129,U141,S1483,P131,2025-10-14T07:05:00,2025-10-14T10:05:00,Tuesday,False,False,haze,26.26,completed
B3130,U297,S1525,P132,2025-11-15T17:26:00,2025-11-15T21:26:00,Saturday,True,False,clear,25.47,completed
B3131,U138,S1223,P125,2025-11-17T19:14:00,2025-11-17T22:14:00,Monday,False,False,haze,25.05,completed
B3132,U227,S561,P110,2025-12-19T21:18:00,2025-12-19T22:18:00,Friday,False,False,haze,40.93,completed
B3133,U142,S757,P115,2026-01-06T07:52:00,2026-01-06T08:52:00,Tuesday,False,False,clear,20.47,completed
B3134,U149,S647,P112,2026-01-11T06:50:00,2026-01-11T09:50:00,Sunday,True,False,clear,53.78,completed
B3135,U103,S1292,P126,2026-01-02T10:24:00,2026-01-02T14:24:00,Friday,False,False,haze,16.06,completed
B3136,U258,S592,P111,2025-12-09T07:34:00,2025-12-09T11:34:00,Tuesday,False,False,clear,53.17,completed
B3137,U182,S1297,P126,2025-10-16T09:14:00,2025-10-16T10:44:00,Thursday,False,False,haze,19.83,completed
B3138,U181,S1478,P131,2025-11-23T15:49:00,2025-11-23T17:19:00,Sunday,True,False,clear,30.37,completed
B3139,U243,S1304,P126,2026-01-15T07:27:00,2026-01-15T08:27:00,Thursday,False,False,clear,16.39,completed
B3140,U228,S991,P119,2025-11-04T07:36:00,2025-11-04T09:36:00,Tuesday,False,False,clear,33.65,completed
B3141,U260,S723,P113,2025-10-29T02:41:00,2025-10-29T04:11:00,Wednesday,False,False,clear,20.87,completed
B3142,U266,S451,P107,2026-01-14T01:19:00,2026-01-14T02:49:00,Wednesday,False,True,clear,57.73,cancelled
B3143,U192,S312,P104,2025-12-02T18:06:00,2025-12-02T20:06:00,Tuesday,False,False,clear,56.1,completed
B3144,U186,S627,P111,2026-01-28T10:35:00,2026-01-28T12:35:00,Wednesday,False,False,cloudy,53.07,completed
B3145,U114,S1445,P129,2025-12-19T09:46:00,2025-12-19T11:46:00,Friday,False,False,fog,19.71,completed
B3146,U248,S982,P119,2025-10-24T00:29:00,2025-10-24T01:29:00,Friday,False,False,clear,34.89,completed
B3147,U197,S749,P114,2025-12-27T04:52:00,2025-12-27T06:52:00,Saturday,True,False,rain,36.2,cancelled
B3148,U276,S147,P101,2025-11-01T17:55:00,2025-11-01T18:55:00,Saturday,True,True,clear,31.18,completed
B3149,U155,S486,P107,2025-12-04T08:38:00,2025-12-04T12:38:00,Thursday,False,False,clear,50.22,completed
B3150,U107,S1247,P125,2025-12-04T09:56:00,2025-12-04T11:56:00,Thursday,False,False,clear,24.26,completed
B3151,U285,S594,P111,2025-11-25T08:02:00,2025-11-25T09:02:00,Tuesday,False,False,haze,61.16,completed
B3152,U283,S1141,P123,2026-01-16T19:57:00,2026-01-16T20:57:00,Friday,False,False,cloudy,60.44,completed
B3153,U224,S289,P104,2025-11-11T09:11:00,2025-11-11T09:41:00,Tuesday,False,False,cloudy,56.88,completed
B3154,U193,S1104,P122,2025-12-02T19:39:00,2025-12-02T22:39:00,Tuesday,False,False,cloudy,48.21,completed
B3155,U160,S588,P110,2025-11-13T07:44:00,2025-11-13T09:14:00,Thursday,False,False,clear,40.13,completed
B3156,U132,S1285,P126,2025-10-17T07:02:00,2025-10-17T08:02:00,Friday,False,False,cloudy,16.06,completed
B3157,U118,S509,P108,2025-11-23T09:56:00,2025-11-23T11:26:00,Sunday,True,False,clear,34.94,completed
B3158,U234,S1526,P132,2026-01-21T12:33:00,2026-01-21T16:33:00,Wednesday,False,False,rain,24.67,completed
B3159,U194,S652,P112,2025-12-01T14:10:00,2025-12-01T15:40:00,Monday,False,False,rain,53.81,completed
B3160,U235,S1225,P125,2025-11-30T16:02:00,2025-11-30T18:02:00,Sunday,True,False,clear,23.95,completed
B3161,U101,S1469,P130,2026-01-27T08:08:00,2026-01-27T12:08:00,Tuesday,False,False,cloudy,59.19,completed
B3162,U120,S962,P118,2025-10-30T06:02:00,2025-10-30T09:02:00,Thursday,False,False,rain,25.42,cancelled
B3163,U115,S116,P101,2025-10-25T20:33:00,2025-10-25T21:33:00,Saturday,True,False,fog,27.19,completed
B3164,U286,S393,P106,2025-10-16T20:36:00,2025-10-16T21:36:00,Thursday,False,False,fog,49.41,completed
B3165,U129,S753,P115,2025-11-21T07:09:00,2025-11-21T11:09:00,Friday,False,False,cloudy,19.53,completed
B3166,U214,S1477,P131,2025-12-28T18:01:00,2025-12-28T19:31:00,Sunday,True,False,haze,34.52,completed
B3167,U147,S493,P107,2026-01-09T08:47:00,2026-01-09T10:47:00,Friday,False,False,clear,47.29,cancelled
B3168,U114,S644,P112,2025-11-27T17:06:00,2025-11-27T18:06:00,Thursday,False,False,cloudy,49.25,completed
B3169,U173,S1386,P128,2025-12-12T19:55:00,2025-12-12T20:55:00,Friday,False,False,rain,48.33,completed
B3170,U187,S534,P109,2026-01-27T12:53:00,2026-01-27T14:53:00,Tuesday,False,False,cloudy,18.2,completed
B3171,U119,S384,P105,2025-10-24T07:16:00,2025-10-24T09:16:00,Friday,False,False,rain,23.63,completed
B3172,U159,S644,P112,2025-11-23T16:16:00,2025-11-23T19:16:00,Sunday,True,False,clear,53.82,completed
B3173,U117,S192,P102,2025-10-04T18:14:00,2025-10-04T21:14:00,Saturday,True,False,cloudy,48.93,completed
B3174,U220,S1496,P132,2026-01-03T20:08:00,2026-01-03T23:08:00,Saturday,True,False,clear,31.77,completed
B3175,U103,S507,P108,2025-11-02T02:18:00,2025-11-02T03:48:00,Sunday,True,False,clear,27.75,completed
B3176,U170,S505,P108,2026-01-27T20:17:00,2026-01-27T21:17:00,Tuesday,False,False,rain,33.45,completed
B3177,U117,S632,P112,2025-10-01T19:30:00,2025-10-01T20:30:00,Wednesday,False,False,clear,57.78,completed
B3178,U190,S1448,P129,2026-01-24T20:33:00,2026-01-24T21:33:00,Saturday,True,False,rain,23.95,completed
B3179,U145,S496,P108,2025-12-26T06:56:00,2025-12-26T08:56:00,Friday,False,False,fog,23.58,completed
B3180,U269,S746,P114,2026-01-25T16:04:00,2026-01-25T18:04:00,Sunday,True,False,cloudy,33.1,completed
B3181,U164,S421,P106,2025-11-13T18:28:00,2025-11-14T00:28:00,Thursday,False,False,fog,47.44,completed
B3182,U135,S223,P103,2025-11-11T09:19:00,2025-11-11T12:19:00,Tuesday,False,False,clear,28.36,completed
B3183,U225,S1031,P120,2025-11-01T12:40:00,2025-11-01T14:40:00,Saturday,True,True,clear,30.1,completed
B3184,U103,S618,P111,2025-11-02T13:30:00,2025-11-02T14:30:00,Sunday,True,False,rain,64.64,completed
B3185,U265,S132,P101,2025-10-26T19:15:00,2025-10-26T20:45:00,Sunday,True,False,clear,27.1,cancelled
B3186,U102,S251,P103,2025-12-05T14:14:00,2025-12-05T18:14:00,Friday,False,False,cloudy,23.52,completed
B3187,U254,S1427,P129,2025-10-15T12:15:00,2025-10-15T18:15:00,Wednesday,False,False,clear,17.61,completed
B3188,U272,S1528,P132,2025-10-16T16:08:00,2025-10-16T19:08:00,Thursday,False,False,clear,23.69,completed
B3189,U119,S1149,P123,2026-01-14T18:29:00,2026-01-14T20:29:00,Wednesday,False,True,cloudy,77.95,completed
B3190,U274,S748,P114,2025-11-12T11:03:00,2025-11-12T11:33:00,Wednesday,False,False,fog,28.27,completed
B3191,U289,S233,P103,2025-10-11T19:49:00,2025-10-11T20:19:00,Saturday,True,False,rain,33.3,completed
B3192,U265,S671,P113,2026-01-13T13:40:00,2026-01-13T14:40:00,Tuesday,False,False,clear,22.52,completed
B3193,U204,S730,P114,2025-12-04T06:12:00,2025-12-04T08:12:00,Thursday,False,False,cloudy,28.88,completed
B3194,U232,S744,P114,2026-01-28T17:23:00,2026-01-28T21:23:00,Wednesday,False,False,rain,29.96,completed
B3195,U149,S922,P118,2025-10-23T08:37:00,2025-10-23T10:07:00,Thursday,False,False,fog,27.33,completed
B3196,U258,S1371,P128,2025-11-24T08:23:00,2025-11-24T11:23:00,Monday,False,False,fog,45.26,completed
B3197,U101,S883,P117,2026-01-11T10:53:00,2026-01-11T13:53:00,Sunday,True,False,clear,40.68,completed
B3198,U128,S616,P111,2025-10-29T18:23:00,2025-10-29T21:23:00,Wednesday,False,False,clear,61.85,completed
B3199,U107,S402,P106,2026-01-23T15:25:00,2026-01-23T17:25:00,Friday,False,False,clear,40.14,completed
B3200,U116,S1411,P128,2025-11-06T11:45:00,2025-11-06T13:15:00,Thursday,False,False,rain,42.44,completed
B3201,U201,S728,P114,2026-01-15T08:59:00,2026-01-15T09:59:00,Thursday,False,False,clear,33.18,completed
B3202,U153,S930,P118,2026-01-13T12:41:00,2026-01-13T14:11:00,Tuesday,False,False,fog,22.27,completed
B3203,U204,S1218,P124,2025-10-19T12:53:00,2025-10-19T14:53:00,Sunday,True,False,clear,33.07,cancelled
B3204,U198,S617,P111,2025-12-04T05:06:00,2025-12-04T06:36:00,Thursday,False,False,clear,51.49,completed
B3205,U193,S1066,P121,2025-10-25T10:14:00,2025-10-25T10:44:00,Saturday,True,False,fog,33.8,completed
B3206,U204,S1221,P125,2025-12-26T07:07:00,2025-12-26T07:37:00,Friday,False,False,clear,20.28,completed
B3207,U113,S832,P116,2026-01-09T16:55:00,2026-01-09T17:25:00,Friday,False,False,fog,28.28,completed
B3208,U295,S528,P108,2025-11-15T13:58:00,2025-11-15T14:58:00,Saturday,True,False,clear,28.98,completed
B3209,U261,S1336,P127,2025-11-18T18:57:00,2025-11-18T20:57:00,Tuesday,False,False,fog,62.33,completed
B3210,U138,S409,P106,2025-12-21T06:58:00,2025-12-21T07:58:00,Sunday,True,False,rain,52.22,completed
B3211,U213,S924,P118,2025-10-24T11:08:00,2025-10-24T12:08:00,Friday,False,False,clear,22.36,completed
B3212,U274,S907,P118,2026-01-05T15:01:00,2026-01-05T16:31:00,Monday,False,False,clear,23.07,completed
B3213,U263,S1234,P125,2025-11-02T21:18:00,2025-11-02T23:18:00,Sunday,True,False,clear,23.93,completed
B3214,U135,S493,P107,2026-01-22T00:21:00,2026-01-22T03:21:00,Thursday,False,False,clear,41.47,completed
B3215,U149,S648,P112,2025-10-17T16:03:00,2025-10-17T18:03:00,Friday,False,False,clear,45.83,completed
B3216,U286,S1038,P120,2025-12-28T08:33:00,2025-12-28T09:03:00,Sunday,True,False,clear,26.31,completed
B3217,U196,S476,P107,2025-10-03T18:29:00,2025-10-03T20:29:00,Friday,False,False,rain,54.79,completed
B3218,U113,S1008,P119,2026-01-20T12:26:00,2026-01-20T13:26:00,Tuesday,False,False,clear,34.87,completed
B3219,U281,S446,P107,2025-10-08T18:29:00,2025-10-08T19:59:00,Wednesday,False,False,clear,46.41,completed
B3220,U226,S1065,P121,2025-12-31T19:51:00,2025-12-31T21:21:00,Wednesday,False,False,rain,39.53,completed
B3221,U167,S643,P112,2026-01-18T18:29:00,2026-01-18T19:59:00,Sunday,True,False,cloudy,64.37,completed
B3222,U147,S1315,P126,2025-10-17T07:03:00,2025-10-17T10:03:00,Friday,False,False,rain,18.13,completed
B3223,U104,S539,P109,2026-01-26T07:02:00,2026-01-26T08:32:00,Monday,False,True,clear,25.21,completed
B3224,U145,S590,P110,2025-10-18T18:21:00,2025-10-18T21:21:00,Saturday,True,False,cloudy,53.24,completed
B3225,U179,S572,P110,2025-11-10T07:48:00,2025-11-10T09:18:00,Monday,False,False,clear,38.46,completed
B3226,U276,S912,P118,2026-01-28T05:03:00,2026-01-28T06:03:00,Wednesday,False,False,clear,23.72,completed
B3227,U107,S1184,P124,2025-12-10T21:32:00,2025-12-10T23:02:00,Wednesday,False,False,clear,30.31,completed
B3228,U175,S1361,P127,2025-12-28T14:11:00,2025-12-28T15:41:00,Sunday,True,False,haze,61.62,completed
B3229,U293,S1434,P129,2026-01-07T08:56:00,2026-01-07T10:56:00,Wednesday,False,False,clear,20.71,completed
B3230,U163,S990,P119,2025-10-15T07:33:00,2025-10-15T09:33:00,Wednesday,False,False,clear,35.47,completed
B3231,U288,S790,P115,2025-10-16T14:20:00,2025-10-16T15:20:00,Thursday,False,False,clear,21.18,completed
B3232,U124,S405,P106,2025-10-06T08:06:00,2025-10-06T09:06:00,Monday,False,False,clear,50.11,completed
B3233,U288,S1043,P121,2025-11-06T00:42:00,2025-11-06T01:42:00,Thursday,False,False,clear,30.59,completed
B3234,U149,S390,P106,2026-01-10T02:24:00,2026-01-10T08:24:00,Saturday,True,False,rain,48.79,completed
B3235,U245,S833,P116,2025-12-24T08:30:00,2025-12-24T10:30:00,Wednesday,False,False,cloudy,33.25,completed
B3236,U194,S284,P104,2025-11-23T17:23:00,2025-11-23T21:23:00,Sunday,True,False,clear,55.43,completed
B3237,U126,S1008,P119,2025-11-26T12:24:00,2025-11-26T16:24:00,Wednesday,False,False,haze,32.84,completed
B3238,U107,S155,P101,2025-10-07T08:01:00,2025-10-07T11:01:00,Tuesday,False,False,cloudy,24.15,completed
B3239,U188,S546,P109,2025-10-10T16:17:00,2025-10-10T17:17:00,Friday,False,False,rain,19.0,completed
B3240,U287,S519,P108,2025-10-10T08:28:00,2025-10-10T14:28:00,Friday,False,False,rain,30.98,completed
B3241,U153,S653,P113,2025-11-04T13:50:00,2025-11-04T14:50:00,Tuesday,False,False,clear,21.02,completed
B3242,U278,S1411,P128,2025-10-07T10:30:00,2025-10-07T11:30:00,Tuesday,False,False,fog,39.93,completed
B3243,U167,S1126,P123,2025-12-17T20:27:00,2025-12-17T21:27:00,Wednesday,False,False,rain,63.22,completed
B3244,U146,S256,P103,2025-10-13T09:35:00,2025-10-13T10:35:00,Monday,False,False,clear,27.63,completed
B3245,U213,S624,P111,2025-12-13T18:04:00,2025-12-13T19:04:00,Saturday,True,False,cloudy,73.04,completed
B3246,U110,S634,P112,2025-12-27T10:10:00,2025-12-27T11:40:00,Saturday,True,False,clear,54.64,completed
B3247,U169,S547,P109,2026-01-27T19:52:00,2026-01-27T20:22:00,Tuesday,False,False,fog,20.95,completed
B3248,U126,S328,P104,2026-01-26T00:49:00,2026-01-26T02:19:00,Monday,False,True,clear,63.85,completed
B3249,U208,S1230,P125,2026-01-06T12:24:00,2026-01-06T13:54:00,Tuesday,False,False,cloudy,20.67,completed
B3250,U107,S515,P108,2025-10-03T20:32:00,2025-10-03T22:32:00,Friday,False,False,fog,29.15,completed
B3251,U218,S862,P116,2025-12-29T11:29:00,2025-12-29T14:29:00,Monday,False,False,clear,26.12,completed
B3252,U265,S512,P108,2026-01-15T15:56:00,2026-01-15T17:56:00,Thursday,False,False,clear,24.7,completed
B3253,U292,S1477,P131,2025-12-18T17:33:00,2025-12-18T19:33:00,Thursday,False,False,fog,25.1,completed
B3254,U262,S726,P114,2026-01-08T10:34:00,2026-01-08T12:34:00,Thursday,False,False,haze,28.71,completed
B3255,U255,S1281,P126,2025-10-06T18:10:00,2025-10-06T19:40:00,Monday,False,False,rain,21.8,completed
B3256,U299,S247,P103,2025-12-28T17:40:00,2025-12-28T19:40:00,Sunday,True,False,rain,29.12,completed
B3257,U232,S1495,P132,2025-12-20T17:06:00,2025-12-20T18:06:00,Saturday,True,False,clear,25.51,completed
B3258,U261,S159,P101,2025-12-15T09:07:00,2025-12-15T15:07:00,Monday,False,False,cloudy,24.16,completed
B3259,U172,S1031,P120,2025-12-27T20:17:00,2025-12-28T02:17:00,Saturday,True,False,cloudy,24.69,completed
B3260,U160,S145,P101,2025-11-30T07:52:00,2025-11-30T10:52:00,Sunday,True,False,fog,22.81,completed
B3261,U169,S644,P112,2025-11-30T08:24:00,2025-11-30T10:24:00,Sunday,True,False,clear,61.03,completed
B3262,U166,S113,P101,2025-11-11T17:27:00,2025-11-11T17:57:00,Tuesday,False,False,clear,21.68,completed
B3263,U221,S1513,P132,2025-10-21T07:21:00,2025-10-21T08:21:00,Tuesday,False,True,clear,31.78,completed
B3264,U135,S574,P110,2025-12-20T14:11:00,2025-12-20T16:11:00,Saturday,True,False,clear,45.77,completed
B3265,U198,S1488,P132,2025-10-17T18:25:00,2025-10-17T19:25:00,Friday,False,False,clear,28.02,completed
B3266,U217,S882,P117,2025-12-18T08:53:00,2025-12-18T10:53:00,Thursday,False,False,clear,44.16,completed
B3267,U265,S1301,P126,2025-12-13T22:31:00,2025-12-13T23:31:00,Saturday,True,False,clear,19.31,completed
B3268,U175,S1207,P124,2025-11-05T00:18:00,2025-11-05T06:18:00,Wednesday,False,False,rain,32.06,completed
B3269,U109,S919,P118,2025-11-01T17:58:00,2025-11-01T21:58:00,Saturday,True,True,clear,37.23,cancelled
B3270,U186,S1428,P129,2026-01-23T23:34:00,2026-01-24T02:34:00,Friday,False,False,clear,17.06,completed
B3271,U290,S1138,P123,2025-11-10T08:39:00,2025-11-10T09:09:00,Monday,False,False,cloudy,58.8,completed
B3272,U295,S1123,P123,2026-01-04T08:26:00,2026-01-04T09:56:00,Sunday,True,False,clear,68.87,completed
B3273,U247,S689,P113,2026-01-05T20:39:00,2026-01-06T02:39:00,Monday,False,False,clear,27.24,completed
B3274,U177,S543,P109,2025-10-24T08:37:00,2025-10-24T12:37:00,Friday,False,False,rain,22.16,completed
B3275,U269,S1069,P122,2025-12-12T09:09:00,2025-12-12T11:09:00,Friday,False,False,clear,50.81,completed
B3276,U183,S714,P113,2025-11-27T18:00:00,2025-11-27T19:00:00,Thursday,False,False,clear,25.69,completed
B3277,U177,S921,P118,2026-01-01T10:19:00,2026-01-01T13:19:00,Thursday,False,False,clear,21.9,completed
B3278,U126,S1558,P132,2025-10-10T02:11:00,2025-10-10T05:11:00,Friday,False,False,clear,24.19,completed
B3279,U231,S541,P109,2025-10-27T16:39:00,2025-10-27T20:39:00,Monday,False,False,fog,17.19,completed
B3280,U276,S1318,P126,2026-01-27T14:03:00,2026-01-27T15:03:00,Tuesday,False,False,clear,16.6,completed
B3281,U295,S1228,P125,2025-11-20T09:27:00,2025-11-20T10:57:00,Thursday,False,False,fog,23.58,completed
B3282,U296,S493,P107,2026-01-27T19:06:00,2026-01-27T21:06:00,Tuesday,False,False,clear,45.98,completed
B3283,U239,S535,P109,2026-01-12T06:06:00,2026-01-12T06:36:00,Monday,False,False,clear,16.84,cancelled
B3284,U180,S131,P101,2025-12-31T19:09:00,2025-12-31T22:09:00,Wednesday,False,False,clear,25.73,completed
B3285,U157,S1094,P122,2025-10-27T18:36:00,2025-10-27T20:36:00,Monday,False,False,clear,51.85,cancelled
B3286,U151,S156,P101,2025-12-28T18:43:00,2025-12-28T21:43:00,Sunday,True,False,clear,28.31,completed
B3287,U282,S991,P119,2025-11-10T06:12:00,2025-11-10T07:42:00,Monday,False,False,clear,33.03,completed
B3288,U163,S434,P106,2025-12-12T02:10:00,2025-12-12T03:10:00,Friday,False,False,cloudy,42.34,completed
B3289,U198,S867,P116,2025-12-03T08:22:00,2025-12-03T09:52:00,Wednesday,False,False,clear,31.71,completed
B3290,U264,S639,P112,2025-10-02T17:40:00,2025-10-02T18:10:00,Thursday,False,False,clear,47.56,completed
B3291,U159,S510,P108,2025-12-22T17:02:00,2025-12-22T21:02:00,Monday,False,False,clear,25.66,completed
B3292,U163,S870,P116,2026-01-07T18:12:00,2026-01-07T21:12:00,Wednesday,False,False,clear,33.53,cancelled
B3293,U297,S713,P113,2025-10-21T12:15:00,2025-10-21T13:15:00,Tuesday,False,True,clear,29.13,completed
B3294,U149,S487,P107,2025-11-09T12:39:00,2025-11-09T13:39:00,Sunday,True,False,rain,51.94,completed
B3295,U147,S638,P112,2026-01-25T23:29:00,2026-01-26T02:29:00,Sunday,True,False,rain,61.58,completed
B3296,U273,S562,P110,2025-12-03T06:46:00,2025-12-03T07:16:00,Wednesday,False,False,rain,45.91,completed
B3297,U289,S543,P109,2025-10-04T11:08:00,2025-10-04T13:08:00,Saturday,True,False,fog,19.68,completed
B3298,U155,S930,P118,2025-10-01T13:13:00,2025-10-01T14:43:00,Wednesday,False,False,clear,23.36,completed
B3299,U131,S1368,P128,2025-11-26T13:04:00,2025-11-26T14:04:00,Wednesday,False,False,clear,38.59,completed
B3300,U180,S664,P113,2025-11-26T08:06:00,2025-11-26T11:06:00,Wednesday,False,False,clear,25.53,completed
B3301,U207,S1246,P125,2025-10-17T09:44:00,2025-10-17T10:44:00,Friday,False,False,rain,25.34,completed
B3302,U216,S1040,P120,2025-10-12T11:52:00,2025-10-12T12:52:00,Sunday,True,False,clear,21.7,completed
B3303,U163,S794,P115,2025-12-12T18:23:00,2025-12-13T00:23:00,Friday,False,False,haze,24.44,completed
