payments_id,booking_id,amount,method,status,paid_at
PAY2457,B2579,305.94,netbanking,success,2025-11-07T12:53:00
PAY2458,B2580,50.5,upi,failed,2025-10-14T14:06:00
PAY2459,B2581,49.15,card,success,2026-01-08T18:20:00
PAY2460,B2582,50.97,card,success,2025-10-21T18:41:00
PAY2461,B2583,20.86,netbanking,success,2025-12-02T13:55:00
PAY2462,B2584,111.1,upi,failed,2025-12-21T19:14:00
PAY2463,B2585,107.24,wallet,success,2025-10-19T14:33:00
PAY2464,B2586,82.5,wallet,success,2025-10-26T03:55:00
PAY2465,B2587,143.31,wallet,success,2025-10-25T06:23:00
PAY2466,B2588,56.91,upi,success,2025-11-23T14:20:00
PAY2467,B2589,29.3,card,success,2025-12-21T12:37:00
PAY2468,B2590,88.48,wallet,success,2026-01-21T21:19:00
PAY2469,B2591,141.0,upi,success,2025-12-14T11:25:00
PAY2470,B2592,23.64,card,success,2025-11-19T12:46:00
PAY2471,B2593,77.2,netbanking,success,2025-10-27T12:46:00
PAY2472,B2594,49.9,wallet,success,2025-10-21T17:25:00
PAY2473,B2595,13.08,upi,failed,2025-12-16T15:08:00
PAY2474,B2597,14.74,upi,success,2026-01-11T13:13:00
PAY2475,B2598,190.32,netbanking,success,2025-10-27T18:43:00
PAY2476,B2599,40.44,wallet,success,2026-01-08T07:25:00
PAY2477,B2600,67.57,wallet,success,2026-01-03T18:56:00
PAY2478,B2601,59.12,upi,success,2025-10-23T07:52:00
PAY2479,B2602,166.26,card,failed,2025-10-28T17:18:00
PAY2480,B2603,258.84,netbanking,success,2026-01-18T12:29:00
PAY2481,B2604,36.51,card,success,2026-01-27T17:29:00
PAY2482,B2605,54.86,wallet,success,2025-11-08T16:51:00
PAY2483,B2606,65.88,upi,success,2026-01-03T17:59:00
PAY2484,B2607,79.59,netbanking,success,2025-12-20T20:58:00
PAY2485,B2609,62.34,netbanking,success,2025-12-06T09:38:00
PAY2486,B2610,138.62,upi,success,2025-11-09T08:15:00
PAY2487,B2611,16.29,card,success,2025-10-27T07:48:00
PAY2488,B2612,71.97,netbanking,success,2026-01-12T18:41:00
PAY2489,B2613,244.26,netbanking,success,2025-12-13T17:07:00
PAY2490,B2614,17.92,card,success,2025-11-21T16:13:00
PAY2491,B2615,21.47,card,success,2025-10-14T06:10:00
PAY2492,B2616,258.36,upi,success,2026-01-14T18:17:00
PAY2493,B2617,17.02,upi,success,2025-10-15T18:29:00
PAY2494,B2618,76.62,card,success,2025-12-20T19:29:00
PAY2495,B2619,51.9,upi,success,2026-01-23T14:41:00
PAY2496,B2620,121.44,netbanking,success,2025-12-24T22:28:00
PAY2497,B2621,161.88,card,success,2025-10-05T08:04:00
PAY2498,B2622,62.91,upi,success,2025-11-29T16:28:00
PAY2499,B2623,35.02,card,success,2025-10-01T12:45:00
PAY2500,B2624,113.34,wallet,success,2025-12-26T15:10:00
PAY2501,B2625,169.26,netbanking,success,2025-12-11T17:38:00
PAY2502,B2626,69.0,card,success,2025-11-24T07:29:00
PAY2503,B2627,11.35,wallet,success,2025-10-15T18:30:00
PAY2504,B2628,14.3,netbanking,success,2025-10-01T09:10:00
PAY2505,B2629,81.92,netbanking,success,2025-11-22T23:59:00
PAY2506,B2630,104.15,card,success,2025-11-09T20:46:00
PAY2507,B2631,24.57,netbanking,success,2025-11-07T22:42:00
PAY2508,B2632,45.32,card,success,2025-11-17T11:21:00
PAY2509,B2633,16.69,card,success,2025-12-15T18:56:00
PAY2510,B2634,36.21,upi,success,2026-01-10T14:46:00
PAY2511,B2635,33.63,card,success,2026-01-02T07:25:00
PAY2512,B2636,45.66,wallet,success,2026-01-28T08:40:00
PAY2513,B2637,129.0,netbanking,success,2025-12-06T13:50:00
PAY2514,B2638,22.56,upi,success,2025-12-12T17:11:00
PAY2515,B2640,24.32,wallet,success,2025-12-09T19:48:00
PAY2516,B2642,76.24,card,success,2026-01-01T13:53:00
PAY2517,B2643,32.03,netbanking,success,2026-01-10T16:27:00
PAY2518,B2645,75.72,upi,success,2025-10-09T07:01:00
PAY2519,B2646,26.69,netbanking,success,2026-01-24T21:31:00
PAY2520,B2647,129.16,netbanking,success,2026-01-03T09:10:00
PAY2521,B2648,91.94,netbanking,success,2025-10-07T08:06:00
PAY2522,B2649,22.59,upi,success,2025-11-18T16:33:00
PAY2523,B2650,42.9,netbanking,success,2025-12-07T21:13:00
PAY2524,B2651,24.73,netbanking,success,2025-12-26T17:18:00
PAY2525,B2652,61.06,upi,success,2025-12-17T18:44:00
PAY2526,B2653,34.28,netbanking,success,2026-01-26T06:57:00
PAY2527,B2654,49.46,netbanking,success,2025-12-29T17:16:00
PAY2528,B2655,98.58,card,success,2026-01-20T12:36:00
PAY2529,B2656,38.38,netbanking,success,2025-10-17T17:18:00
PAY2530,B2657,23.07,card,success,2026-01-22T18:20:00
PAY2531,B2658,35.49,upi,success,2025-10-31T17:46:00
PAY2532,B2659,91.88,wallet,success,2025-10-02T20:12:00
PAY2533,B2660,76.44,upi,success,2025-12-31T14:47:00
PAY2534,B2661,175.04,netbanking,success,2025-10-17T18:36:00
PAY2535,B2662,46.1,card,success,2025-10-30T17:37:00
PAY2536,B2663,58.5,upi,success,2025-12-04T18:23:00
PAY2537,B2664,31.89,card,success,2025-11-18T09:32:00
PAY2538,B2665,31.29,card,success,2025-10-25T22:41:00
PAY2539,B2666,301.32,card,success,2025-12-15T08:49:00
PAY2540,B2667,18.11,wallet,success,2025-10-07T13:13:00
PAY2541,B2668,181.62,wallet,success,2026-01-22T19:06:00
PAY2542,B2669,31.71,card,success,2025-11-14T08:53:00
PAY2543,B2670,33.43,upi,success,2025-10-18T05:22:00
PAY2544,B2671,107.48,netbanking,success,2025-12-29T13:52:00
PAY2545,B2672,9.61,wallet,success,2025-11-12T18:17:00
PAY2546,B2673,43.09,upi,success,2026-01-20T09:09:00
PAY2547,B2675,94.5,wallet,success,2026-01-03T20:48:00
PAY2548,B2676,90.48,netbanking,success,2025-11-09T17:39:00
PAY2549,B2677,70.29,upi,success,2026-01-07T16:25:00
PAY2550,B2678,43.12,wallet,success,2025-10-30T17:31:00
PAY2551,B2679,116.86,netbanking,success,2026-01-01T08:17:00
PAY2552,B2680,26.59,card,success,2025-11-04T10:53:00
PAY2553,B2681,40.94,upi,success,2025-12-13T14:43:00
PAY2554,B2682,75.86,card,success,2026-01-26T16:47:00
PAY2555,B2683,48.31,upi,success,2025-10-13T20:39:00
PAY2556,B2684,105.36,card,success,2025-11-21T21:56:00
PAY2557,B2685,56.07,wallet,success,2025-11-28T08:27:00
PAY2558,B2686,120.6,netbanking,success,2025-12-22T18:21:00
PAY2559,B2687,75.24,netbanking,success,2025-10-12T15:56:00
PAY2560,B2688,376.86,upi,success,2025-11-10T08:13:00
PAY2561,B2689,53.76,wallet,success,2026-01-04T07:32:00
PAY2562,B2691,100.98,card,success,2026-01-01T11:54:00
PAY2563,B2692,86.19,netbanking,success,2025-12-24T08:27:00
PAY2564,B2693,46.78,wallet,success,2025-10-09T09:20:00
PAY2565,B2694,64.72,upi,success,2025-11-14T08:42:00
PAY2566,B2695,73.16,card,success,2025-11-06T20:15:00
PAY2567,B2696,173.76,card,failed,2025-12-11T08:33:00
PAY2568,B2697,84.64,upi,success,2025-12-07T18:20:00
PAY2569,B2698,161.34,wallet,success,2025-10-22T04:48:00
PAY2570,B2699,69.63,upi,success,2026-01-04T07:44:00
PAY2571,B2700,54.3,card,failed,2026-01-02T20:20:00
PAY2572,B2701,195.48,netbanking,success,2026-01-01T09:40:00
PAY2573,B2702,25.33,wallet,success,2025-12-21T11:31:00
PAY2574,B2703,287.88,wallet,success,2025-12-09T21:25:00
PAY2575,B2704,35.8,card,failed,2025-12-06T18:14:00
PAY2576,B2705,55.84,wallet,success,2025-11-12T21:29:00
PAY2577,B2706,69.78,wallet,success,2025-12-16T14:59:00
PAY2578,B2707,83.12,upi,success,2025-11-17T13:31:00
PAY2579,B2708,34.48,upi,success,2025-11-27T10:57:00
PAY2580,B2709,275.96,wallet,success,2026-01-18T19:36:00
PAY2581,B2710,33.82,wallet,success,2025-10-16T08:22:00
PAY2582,B2711,52.86,netbanking,success,2025-10-28T12:52:00
PAY2583,B2712,234.12,netbanking,success,2025-10-20T08:12:00
PAY2584,B2713,23.47,upi,success,2025-10-06T15:24:00
PAY2585,B2714,136.8,netbanking,success,2025-11-13T10:13:00
PAY2586,B2715,132.36,upi,success,2025-11-04T11:25:00
PAY2587,B2716,135.18,wallet,success,2025-10-15T10:52:00
PAY2588,B2717,20.39,card,success,2026-01-12T14:04:00
PAY2589,B2718,29.17,card,success,2025-10-24T17:39:00
PAY2590,B2719,69.5,netbanking,success,2025-10-14T23:18:00
PAY2591,B2720,41.46,netbanking,success,2025-12-01T16:52:00
PAY2592,B2721,8.61,netbanking,success,2026-01-22T11:40:00
PAY2593,B2722,22.8,netbanking,success,2025-11-05T17:03:00
PAY2594,B2723,60.36,card,success,2025-12-26T06:51:00
PAY2595,B2724,120.9,card,success,2026-01-17T07:52:00
PAY2596,B2725,29.41,upi,success,2026-01-03T10:25:00
PAY2597,B2726,68.62,netbanking,success,2025-12-20T12:06:00
PAY2598,B2727,74.27,wallet,success,2025-11-20T10:09:00
PAY2599,B2728,66.4,netbanking,success,2025-12-16T15:54:00
PAY2600,B2729,41.05,upi,success,2025-10-19T09:57:00
PAY2601,B2731,83.01,upi,success,2025-12-07T22:10:00
PAY2602,B2732,76.26,netbanking,success,2025-12-23T20:51:00
PAY2603,B2734,16.25,netbanking,success,2025-12-26T17:08:00
PAY2604,B2735,48.44,netbanking,success,2025-10-28T17:06:00
PAY2605,B2736,57.46,netbanking,success,2025-11-11T18:13:00
PAY2606,B2737,27.49,card,success,2026-01-10T20:54:00
PAY2607,B2738,40.57,netbanking,success,2025-12-31T18:11:00
PAY2608,B2739,13.53,netbanking,success,2025-12-06T16:49:00
PAY2609,B2740,21.23,card,success,2025-10-17T18:43:00
PAY2610,B2741,100.52,card,success,2026-01-19T21:48:00
PAY2611,B2742,87.36,wallet,success,2026-01-04T17:25:00
PAY2612,B2743,52.6,card,success,2025-10-24T01:13:00
PAY2613,B2744,91.8,netbanking,success,2025-12-02T11:03:00
PAY2614,B2745,45.33,upi,success,2025-12-04T10:13:00
PAY2615,B2746,33.72,wallet,success,2026-01-02T16:39:00
PAY2616,B2747,24.36,upi,success,2025-10-07T07:01:00
PAY2617,B2748,42.3,netbanking,success,2026-01-15T07:44:00
PAY2618,B2749,72.3,card,success,2025-11-13T07:07:00
PAY2619,B2750,36.2,card,success,2025-12-30T07:48:00
PAY2620,B2751,38.85,wallet,success,2025-12-27T06:18:00
PAY2621,B2752,31.29,upi,success,2025-11-13T11:53:00
PAY2622,B2753,11.46,wallet,success,2025-12-02T17:22:00
PAY2623,B2754,47.82,upi,success,2025-10-18T08:05:00
PAY2624,B2755,24.95,wallet,success,2025-10-26T18:40:00
PAY2625,B2756,132.66,netbanking,success,2025-12-06T19:03:00
PAY2626,B2757,121.6,netbanking,success,2026-01-18T18:26:00
PAY2627,B2758,78.18,wallet,success,2025-10-14T06:47:00
PAY2628,B2759,55.94,netbanking,success,2026-01-18T13:49:00
PAY2629,B2760,37.01,upi,success,2025-12-02T14:15:00
PAY2630,B2761,90.38,upi,success,2025-11-09T08:14:00
PAY2631,B2762,24.95,upi,success,2026-01-01T10:13:00
PAY2632,B2763,31.83,card,success,2025-12-26T20:33:00
PAY2633,B2764,90.6,wallet,success,2025-12-26T07:03:00
PAY2634,B2765,40.85,card,success,2025-10-27T08:02:00
PAY2635,B2766,25.39,wallet,success,2025-10-19T08:57:00
PAY2636,B2767,32.14,wallet,success,2026-01-02T07:08:00
PAY2637,B2768,29.71,wallet,success,2025-12-30T16:05:00
PAY2638,B2769,301.62,wallet,success,2025-12-23T09:51:00
PAY2639,B2770,152.49,card,success,2026-01-18T08:26:00
PAY2640,B2771,80.72,netbanking,success,2026-01-11T15:09:00
PAY2641,B2772,97.76,netbanking,success,2026-01-28T20:43:00
PAY2642,B2773,258.24,netbanking,success,2025-10-29T22:30:00
PAY2643,B2774,41.96,card,success,2025-10-21T15:46:00
PAY2644,B2775,30.9,card,success,2025-12-08T08:00:00
PAY2645,B2776,18.2,wallet,success,2026-01-23T07:33:00
PAY2646,B2777,86.72,wallet,success,2025-10-17T01:20:00
PAY2647,B2778,34.01,card,success,2025-12-17T10:21:00
PAY2648,B2779,40.64,card,success,2025-12-18T10:08:00
PAY2649,B2780,35.6,card,success,2025-11-18T21:49:00
PAY2650,B2781,36.41,wallet,success,2025-12-16T12:24:00
PAY2651,B2782,68.11,netbanking,success,2025-10-15T13:14:00
PAY2652,B2783,23.14,card,success,2025-11-26T08:36:00
PAY2653,B2784,112.92,card,success,2025-11-02T14:41:00
PAY2654,B2785,11.38,upi,success,2025-12-08T21:25:00
PAY2655,B2786,70.53,wallet,success,2026-01-05T07:02:00
PAY2656,B2787,52.09,netbanking,failed,2026-01-10T20:31:00
PAY2657,B2788,136.0,card,success,2026-01-13T13:49:00
PAY2658,B2789,51.41,wallet,success,2025-11-26T20:37:00
PAY2659,B2790,47.87,upi,success,2025-11-25T19:37:00
PAY2660,B2791,10.18,wallet,success,2026-01-06T21:07:00
PAY2661,B2792,41.38,card,success,2025-10-15T09:53:00
PAY2662,B2793,102.03,wallet,success,2025-11-09T08:38:00
PAY2663,B2794,23.45,netbanking,success,2025-11-09T08:20:00
PAY2664,B2795,23.68,card,success,2025-12-21T09:10:00
PAY2665,B2796,59.19,wallet,success,2025-12-31T12:42:00
PAY2666,B2798,48.58,netbanking,success,2026-01-23T15:47:00
PAY2667,B2799,87.02,card,success,2026-01-21T12:36:00
PAY2668,B2800,26.1,card,success,2025-11-08T08:30:00
PAY2669,B2801,155.32,netbanking,success,2025-10-07T15:49:00
PAY2670,B2802,138.09,card,success,2025-12-16T14:46:00
PAY2671,B2804,63.3,card,success,2026-01-05T17:04:00
PAY2672,B2805,25.0,wallet,success,2025-10-31T20:04:00
PAY2673,B2806,39.48,wallet,success,2025-11-28T19:43:00
PAY2674,B2807,181.41,upi,success,2025-11-27T08:20:00
PAY2675,B2808,53.62,card,success,2025-11-09T09:19:00
PAY2676,B2810,161.19,upi,success,2025-11-21T14:41:00
PAY2677,B2811,76.48,netbanking,success,2026-01-02T06:22:00
PAY2678,B2812,87.72,wallet,success,2026-01-08T05:13:00
PAY2679,B2813,39.76,wallet,success,2025-10-13T12:29:00
PAY2680,B2814,57.03,upi,success,2025-12-21T18:52:00
PAY2681,B2815,79.81,netbanking,success,2025-10-24T18:48:00
PAY2682,B2816,8.74,wallet,success,2026-01-05T06:02:00
PAY2683,B2817,120.72,netbanking,success,2025-12-30T19:09:00
PAY2684,B2818,58.9,wallet,success,2025-12-06T16:37:00
PAY2685,B2819,153.42,upi,success,2025-12-24T14:16:00
PAY2686,B2820,19.46,wallet,success,2025-11-26T18:13:00
PAY2687,B2821,64.92,netbanking,success,2026-01-02T07:01:00
PAY2688,B2822,48.64,wallet,success,2026-01-26T22:00:00
PAY2689,B2823,72.07,wallet,success,2026-01-01T14:31:00
PAY2690,B2824,81.27,card,success,2026-01-05T09:53:00
PAY2691,B2825,33.96,upi,success,2026-01-16T09:51:00
PAY2692,B2826,34.16,card,success,2026-01-19T07:35:00
PAY2693,B2827,50.55,wallet,failed,2025-11-29T12:59:00
PAY2694,B2829,15.12,upi,success,2025-12-02T18:53:00
PAY2695,B2830,41.3,upi,success,2026-01-18T16:46:00
PAY2696,B2831,42.26,upi,success,2025-10-26T18:03:00
PAY2697,B2832,159.66,netbanking,success,2025-12-02T07:29:00
PAY2698,B2833,68.14,netbanking,success,2026-01-18T05:50:00
PAY2699,B2834,48.56,card,success,2025-12-16T17:21:00
PAY2700,B2835,22.64,upi,success,2025-11-17T17:16:00
PAY2701,B2836,45.44,card,success,2025-11-22T07:34:00
PAY2702,B2837,77.08,wallet,success,2025-12-24T21:12:00
PAY2703,B2838,34.88,card,success,2025-11-05T14:50:00
PAY2704,B2839,33.54,wallet,success,2025-11-18T12:09:00
PAY2705,B2840,176.61,upi,success,2025-10-20T16:26:00
PAY2706,B2841,160.95,upi,success,2025-12-24T20:19:00
PAY2707,B2842,55.68,wallet,success,2025-12-22T08:20:00
PAY2708,B2844,62.07,card,success,2026-01-21T22:51:00
PAY2709,B2845,34.86,netbanking,success,2026-01-27T08:06:00
PAY2710,B2846,38.89,wallet,success,2025-11-08T17:54:00
PAY2711,B2847,91.12,upi,success,2026-01-22T13:22:00
PAY2712,B2848,43.96,wallet,success,2025-10-20T07:50:00
PAY2713,B2849,45.64,wallet,success,2025-12-16T06:11:00
PAY2714,B2850,10.45,netbanking,success,2026-01-04T00:05:00
PAY2715,B2851,93.75,upi,success,2025-10-26T18:13:00
PAY2716,B2852,24.47,wallet,success,2026-01-17T07:20:00
PAY2717,B2853,25.45,wallet,success,2026-01-16T10:47:00
PAY2718,B2854,58.01,card,success,2025-10-04T09:49:00
PAY2719,B2855,118.92,upi,success,2025-10-19T17:19:00
PAY2720,B2856,75.91,card,success,2025-10-26T07:13:00
PAY2721,B2857,271.0,card,success,2025-10-20T18:46:00
PAY2722,B2859,56.74,wallet,success,2025-10-17T08:35:00
PAY2723,B2860,75.06,card,success,2025-11-10T19:20:00
PAY2724,B2861,49.17,netbanking,success,2026-01-22T15:33:00
PAY2725,B2862,31.4,netbanking,success,2026-01-15T17:20:00
PAY2726,B2863,22.69,upi,success,2026-01-15T12:46:00
PAY2727,B2864,138.2,card,success,2025-10-21T17:43:00
PAY2728,B2865,61.59,netbanking,success,2025-11-08T17:27:00
PAY2729,B2866,29.27,netbanking,success,2025-10-15T18:28:00
PAY2730,B2867,68.82,wallet,success,2025-11-15T21:17:00
PAY2731,B2868,63.75,upi,success,2026-01-21T12:24:00
PAY2732,B2869,24.96,upi,success,2025-10-15T19:50:00
PAY2733,B2870,22.39,wallet,success,2025-11-06T17:35:00
PAY2734,B2871,51.63,card,success,2025-10-22T08:11:00
PAY2735,B2872,71.01,upi,success,2026-01-27T14:43:00
PAY2736,B2873,21.15,wallet,success,2026-01-28T18:23:00
PAY2737,B2874,27.02,upi,success,2025-10-06T12:07:00
PAY2738,B2875,31.88,upi,success,2025-11-12T17:27:00
PAY2739,B2876,64.86,wallet,success,2026-01-27T10:05:00
PAY2740,B2877,100.82,card,success,2026-01-06T18:18:00
PAY2741,B2878,39.84,netbanking,success,2025-10-06T15:05:00
PAY2742,B2879,31.05,netbanking,success,2025-11-20T05:02:00
PAY2743,B2880,173.13,upi,success,2025-11-27T08:42:00
PAY2744,B2881,129.87,netbanking,success,2025-11-04T07:57:00
PAY2745,B2882,40.17,upi,success,2025-10-01T19:49:00
PAY2746,B2883,331.92,card,success,2025-10-09T12:34:00
PAY2747,B2884,19.71,netbanking,success,2026-01-09T20:24:00
PAY2748,B2885,103.56,upi,success,2025-12-11T18:18:00
PAY2749,B2886,35.84,wallet,success,2025-12-26T15:37:00
PAY2750,B2887,23.12,wallet,success,2025-11-14T10:57:00
PAY2751,B2888,27.86,card,success,2025-12-27T13:25:00
PAY2752,B2889,147.5,card,success,2025-10-20T05:56:00
PAY2753,B2890,33.8,wallet,success,2025-12-20T08:00:00
PAY2754,B2891,32.69,netbanking,success,2025-11-23T17:20:00
PAY2755,B2892,37.62,card,success,2026-01-15T10:00:00
PAY2756,B2893,84.84,card,success,2025-12-31T14:02:00
PAY2757,B2894,32.76,wallet,success,2025-11-21T00:38:00
PAY2758,B2896,46.84,netbanking,success,2026-01-24T07:39:00
PAY2759,B2897,39.32,netbanking,success,2025-11-11T10:29:00
PAY2760,B2898,34.86,upi,success,2025-11-28T12:45:00
PAY2761,B2899,93.18,wallet,success,2025-12-06T17:40:00
PAY2762,B2900,454.56,netbanking,success,2025-12-25T19:11:00
PAY2763,B2901,35.38,netbanking,success,2026-01-15T23:55:00
PAY2764,B2902,14.68,netbanking,success,2025-11-02T08:38:00
PAY2765,B2903,125.91,wallet,success,2025-10-08T09:47:00
PAY2766,B2904,60.02,wallet,success,2025-10-09T09:41:00
PAY2767,B2905,20.67,card,success,2026-01-20T06:14:00
PAY2768,B2906,43.4,card,success,2026-01-14T12:34:00
PAY2769,B2907,117.92,netbanking,success,2026-01-15T20:31:00
PAY2770,B2908,40.18,wallet,success,2025-12-12T19:54:00
PAY2771,B2909,52.92,wallet,success,2025-11-19T13:27:00
PAY2772,B2911,23.36,wallet,success,2025-10-25T20:22:00
PAY2773,B2912,88.1,wallet,success,2026-01-04T15:13:00
PAY2774,B2913,79.89,netbanking,success,2025-11-24T23:57:00
PAY2775,B2914,28.99,wallet,success,2025-12-29T15:21:00
PAY2776,B2915,29.53,wallet,success,2026-01-09T08:10:00
PAY2777,B2916,33.97,wallet,success,2025-12-05T00:41:00
PAY2778,B2917,10.78,card,success,2026-01-15T03:47:00
PAY2779,B2918,67.62,card,success,2025-11-25T19:35:00
PAY2780,B2919,132.96,wallet,success,2025-12-31T11:18:00
PAY2781,B2920,39.96,upi,success,2025-10-25T01:47:00
PAY2782,B2921,19.97,upi,success,2025-11-10T19:35:00
PAY2783,B2922,94.48,netbanking,success,2025-11-13T08:20:00
PAY2784,B2923,76.66,wallet,failed,2025-12-01T12:06:00
PAY2785,B2924,117.6,upi,success,2026-01-27T18:16:00
PAY2786,B2925,181.8,card,success,2025-10-04T16:24:00
PAY2787,B2926,352.92,upi,success,2025-11-11T09:55:00
PAY2788,B2927,114.42,upi,success,2025-12-06T17:47:00
PAY2789,B2928,116.44,upi,success,2025-12-18T17:44:00
PAY2790,B2929,52.94,card,success,2026-01-15T10:11:00
PAY2791,B2930,103.83,wallet,success,2025-12-04T19:42:00
PAY2792,B2931,100.04,wallet,success,2025-12-10T17:08:00
PAY2793,B2932,86.22,card,success,2025-10-21T23:53:00
PAY2794,B2933,33.44,card,success,2025-10-26T12:32:00
PAY2795,B2934,51.28,upi,success,2025-11-06T16:11:00
PAY2796,B2935,78.75,card,success,2025-12-10T12:31:00
PAY2797,B2936,64.89,card,success,2025-11-10T23:04:00
PAY2798,B2937,163.08,upi,success,2025-12-07T07:45:00
PAY2799,B2938,48.78,wallet,success,2025-10-06T07:29:00
PAY2800,B2939,54.08,wallet,success,2025-11-29T07:15:00
PAY2801,B2940,79.14,upi,success,2026-01-13T10:31:00
PAY2802,B2941,61.65,card,success,2025-12-17T09:56:00
PAY2803,B2942,22.11,upi,success,2025-10-22T13:04:00
PAY2804,B2943,52.94,wallet,success,2025-12-20T08:31:00
PAY2805,B2944,20.49,wallet,success,2025-11-21T09:10:00
PAY2806,B2945,201.48,netbanking,success,2025-12-15T17:56:00
PAY2807,B2946,47.59,upi,success,2025-11-30T10:51:00
PAY2808,B2947,93.57,card,success,2025-12-06T11:03:00
PAY2809,B2948,8.75,netbanking,success,2026-01-19T10:31:00
PAY2810,B2949,26.04,card,success,2025-11-28T08:10:00
PAY2811,B2950,97.56,upi,success,2025-10-10T13:45:00
PAY2812,B2951,40.95,wallet,success,2025-12-30T05:53:00
PAY2813,B2952,80.52,wallet,success,2025-11-08T20:59:00
PAY2814,B2953,44.49,wallet,success,2026-01-27T12:16:00
PAY2815,B2954,75.04,netbanking,success,2025-12-19T16:39:00
PAY2816,B2955,24.28,netbanking,success,2025-12-07T14:20:00
PAY2817,B2956,20.62,netbanking,success,2025-11-21T07:46:00
PAY2818,B2957,60.3,card,success,2025-11-26T14:30:00
PAY2819,B2958,185.44,netbanking,success,2025-11-10T19:04:00
PAY2820,B2959,68.52,card,success,2025-12-15T17:07:00
PAY2821,B2960,42.66,netbanking,success,2025-12-13T18:32:00
PAY2822,B2961,201.96,netbanking,success,2025-10-26T12:05:00
PAY2823,B2962,104.64,netbanking,success,2025-10-25T20:21:00
PAY2824,B2963,99.22,wallet,success,2025-10-07T18:06:00
PAY2825,B2964,22.86,netbanking,success,2025-10-14T12:19:00
PAY2826,B2965,32.22,card,success,2025-10-06T17:05:00
PAY2827,B2966,42.64,upi,success,2025-12-01T04:21:00
PAY2828,B2967,49.68,card,success,2025-12-11T22:25:00
PAY2829,B2968,28.65,wallet,success,2025-11-29T20:54:00
PAY2830,B2969,74.88,card,success,2026-01-12T18:53:00
PAY2831,B2970,41.73,wallet,success,2025-10-14T16:04:00
PAY2832,B2971,31.59,wallet,success,2025-12-12T11:17:00
PAY2833,B2972,113.43,card,success,2025-12-14T07:23:00
PAY2834,B2973,49.78,upi,success,2025-12-28T12:08:00
PAY2835,B2974,48.74,card,success,2025-10-23T17:36:00
PAY2836,B2975,76.91,card,success,2025-11-04T01:18:00
PAY2837,B2976,58.52,upi,success,2025-12-23T07:44:00
PAY2838,B2977,11.74,card,success,2025-10-14T18:22:00
PAY2839,B2978,67.01,card,success,2025-12-13T18:23:00
PAY2840,B2979,40.94,upi,success,2025-11-23T19:59:00
PAY2841,B2980,37.08,card,success,2026-01-13T19:04:00
PAY2842,B2981,61.38,card,success,2025-11-28T19:19:00
PAY2843,B2982,84.42,card,success,2025-12-27T18:28:00
PAY2844,B2983,60.36,upi,success,2025-11-20T17:23:00
PAY2845,B2984,37.99,wallet,success,2026-01-22T05:23:00
PAY2846,B2985,21.84,upi,success,2026-01-16T14:11:00
PAY2847,B2986,108.74,upi,success,2025-10-20T14:49:00
PAY2848,B2988,25.68,netbanking,success,2025-10-04T16:01:00
PAY2849,B2989,44.97,upi,success,2025-10-28T06:04:00
PAY2850,B2990,46.01,upi,success,2025-12-15T16:16:00
PAY2851,B2992,20.89,card,success,2025-11-18T20:26:00
PAY2852,B2993,116.72,netbanking,success,2025-10-28T19:18:00
PAY2853,B2994,20.82,wallet,success,2025-12-07T11:37:00
PAY2854,B2995,80.16,netbanking,success,2025-10-17T07:08:00
PAY2855,B2996,27.56,card,success,2025-12-08T11:05:00
PAY2856,B2997,56.01,card,success,2025-12-06T08:08:00
PAY2857,B2998,57.08,netbanking,failed,2025-12-07T18:51:00
PAY2858,B2999,50.58,wallet,success,2025-11-02T16:31:00
PAY2859,B3000,59.76,upi,success,2025-11-28T07:19:00
PAY2860,B3001,36.67,card,success,2025-10-08T19:40:00
PAY2861,B3002,245.04,netbanking,success,2025-12-31T10:25:00
PAY2862,B3003,103.36,netbanking,success,2025-11-16T14:43:00
PAY2863,B3004,17.16,upi,success,2025-12-12T08:03:00
PAY2864,B3005,63.24,netbanking,success,2025-11-13T16:52:00
PAY2865,B3006,202.6,card,success,2025-12-12T06:10:00
PAY2866,B3007,161.52,card,success,2025-11-12T08:40:00
PAY2867,B3008,99.31,wallet,success,2025-11-23T08:40:00
PAY2868,B3009,33.08,netbanking,success,2025-11-02T15:51:00
PAY2869,B3011,11.94,netbanking,success,2026-01-13T02:45:00
PAY2870,B3012,30.71,wallet,success,2025-12-31T00:42:00
PAY2871,B3013,75.14,wallet,success,2025-12-22T13:25:00
PAY2872,B3014,63.69,wallet,success,2025-11-16T06:43:00
PAY2873,B3015,127.47,wallet,success,2025-11-08T07:02:00
PAY2874,B3016,51.4,netbanking,success,2026-01-19T07:16:00
PAY2875,B3017,30.3,card,failed,2025-11-10T17:56:00
PAY2876,B3018,110.28,netbanking,success,2026-01-06T21:02:00
PAY2877,B3019,80.25,card,success,2025-12-12T08:37:00
PAY2878,B3020,97.08,upi,success,2025-10-14T10:56:00
PAY2879,B3021,114.94,wallet,success,2025-12-06T16:13:00
PAY2880,B3022,38.2,card,success,2025-11-29T04:59:00
PAY2881,B3023,77.13,upi,success,2025-12-04T12:09:00
PAY2882,B3024,25.49,netbanking,success,2025-12-25T11:40:00
PAY2883,B3025,176.28,netbanking,success,2026-01-20T10:39:00
PAY2884,B3026,41.14,card,success,2025-11-07T13:11:00
PAY2885,B3027,69.73,upi,success,2025-10-21T14:50:00
